player_uid,role,sample_size_text,data_completeness_score,match_confidence,positive_driver_1,positive_driver_2,negative_driver_1,negative_driver_2,warning_text
h_830126,hitters,52 plate events / 7 BBE,26.923076923076934,0.95,Impact score 65.8,P90 EV wood-adj 104.3,Whiff rate 31.8%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_10109595,hitters,51 plate events / 16 BBE,37.254901960784316,0.95,Impact score 49.3,P90 EV wood-adj 99.9,Whiff rate 9.1%,Chase rate 25.9%,One-season-only warning: no prior season trend context available.
h_804994,hitters,47 plate events / 8 BBE,19.148936170212778,0.95,Impact score 66.9,P90 EV wood-adj 104.8,Whiff rate 31.2%,Chase rate 17.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_702620,hitters,26 plate events / 3 BBE,19.230769230769226,0.95,Impact score 68.3,P90 EV wood-adj 105.2,Whiff rate 37.5%,Chase rate 12.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_809335,hitters,28 plate events / 2 BBE,14.285714285714292,0.95,Impact score 69.6,P90 EV wood-adj 107.9,Whiff rate 44.4%,Chase rate 0%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000309976,hitters,31 plate events / 7 BBE,25.80645161290323,0.95,Impact score 55.9,P90 EV wood-adj 100.9,Whiff rate 21.4%,Chase rate 16.7%,One-season-only warning: no prior season trend context available.
h_828121,hitters,33 plate events / 9 BBE,45.45454545454546,0.95,Impact score 44.8,P90 EV wood-adj 98.6,Whiff rate 11.1%,Chase rate 13.3%,One-season-only warning: no prior season trend context available.
h_10301609,hitters,39 plate events / 10 BBE,48.71794871794872,0.95,Impact score 54.3,P90 EV wood-adj 101.2,Whiff rate 14.8%,Chase rate 47.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000077176,hitters,28 plate events / 5 BBE,17.85714285714286,0.95,Impact score 58.2,P90 EV wood-adj 101.1,Whiff rate 22.2%,Chase rate 18.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_702563,hitters,63 plate events / 8 BBE,15.873015873015873,0.95,Impact score 65.6,P90 EV wood-adj 107.1,Whiff rate 29.4%,Chase rate 15%,One-season-only warning: no prior season trend context available.
h_1000251761,hitters,38 plate events / 3 BBE,15.789473684210535,0.95,Impact score 68.3,P90 EV wood-adj 105.3,Whiff rate 33.3%,Chase rate 17.4%,One-season-only warning: no prior season trend context available.
h_1000363616,hitters,39 plate events / 3 BBE,20.51282051282051,0.95,Impact score 56.3,P90 EV wood-adj 100.6,Whiff rate 21.4%,Chase rate 23.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_806117,hitters,41 plate events / 7 BBE,21.951219512195124,0.95,Impact score 67,P90 EV wood-adj 110,Whiff rate 37.5%,Chase rate 12.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_830787,hitters,38 plate events / 5 BBE,18.421052631578945,0.95,Impact score 65.5,P90 EV wood-adj 103.9,Whiff rate 27.3%,Chase rate 23.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_831164,hitters,36 plate events / 10 BBE,44.44444444444444,0.95,Impact score 52.8,P90 EV wood-adj 99.8,Whiff rate 15%,Chase rate 35.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_701337,hitters,37 plate events / 12 BBE,35.13513513513513,0.95,Impact score 64.7,P90 EV wood-adj 106,Whiff rate 25%,Chase rate 36.4%,One-season-only warning: no prior season trend context available.
h_1000315863,hitters,35 plate events / 7 BBE,28.57142857142857,0.95,Impact score 60.9,P90 EV wood-adj 102.1,Whiff rate 26.7%,Chase rate 19%,One-season-only warning: no prior season trend context available.
h_695785,hitters,47 plate events / 5 BBE,25.531914893617028,0.95,Impact score 55.1,P90 EV wood-adj 101.8,Whiff rate 23.5%,Chase rate 19.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_10147779,hitters,27 plate events / 1 BBE,14.81481481481481,0.95,Impact score 67.2,P90 EV wood-adj 104.2,Whiff rate 33.3%,Chase rate 13.3%,One-season-only warning: no prior season trend context available.
h_10011512,hitters,46 plate events / 9 BBE,30.434782608695656,0.95,Impact score 64,P90 EV wood-adj 102.8,Whiff rate 23.1%,Chase rate 37%,One-season-only warning: no prior season trend context available.
h_696273,hitters,31 plate events / 5 BBE,19.354838709677423,0.95,Impact score 69.6,P90 EV wood-adj 111.7,Whiff rate 33.3%,Chase rate 23.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000199110,hitters,32 plate events / 6 BBE,21.875,0.95,Impact score 52.1,P90 EV wood-adj 99.7,Whiff rate 16.7%,Chase rate 17.6%,One-season-only warning: no prior season trend context available.
h_1000122192,hitters,55 plate events / 8 BBE,27.272727272727266,0.95,Impact score 56.6,P90 EV wood-adj 101.7,Whiff rate 23.1%,Chase rate 18.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_824417,hitters,27 plate events / 8 BBE,48.14814814814815,0.95,Impact score 50.9,P90 EV wood-adj 101.8,Whiff rate 13.3%,Chase rate 40%,Data completeness warning: review missing critical fields before trusting the board score.
h_832246,hitters,34 plate events / 3 BBE,26.470588235294116,0.95,Impact score 64.2,P90 EV wood-adj 104.6,Whiff rate 28.6%,Chase rate 22.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_811763,hitters,65 plate events / 10 BBE,24.615384615384613,0.95,Impact score 62.4,P90 EV wood-adj 104.2,Whiff rate 30.8%,Chase rate 22%,Data completeness warning: review missing critical fields before trusting the board score.
h_815369,hitters,32 plate events / 3 BBE,31.25,0.95,Impact score 66.6,P90 EV wood-adj 103.9,Whiff rate 30.8%,Chase rate 37.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000110953,hitters,44 plate events / 6 BBE,31.818181818181827,0.95,Impact score 67.2,P90 EV wood-adj 100.1,Whiff rate 25%,Chase rate 35.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_811582,hitters,27 plate events / 5 BBE,25.925925925925924,0.95,Impact score 41.2,P90 EV wood-adj 97.3,Whiff rate 0%,Chase rate 6.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_806039,hitters,72 plate events / 9 BBE,22.222222222222214,0.95,Impact score 68.6,P90 EV wood-adj 107.7,Whiff rate 28.6%,Chase rate 28.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_811752,hitters,43 plate events / 8 BBE,30.232558139534888,0.95,Impact score 60.9,P90 EV wood-adj 102.2,Whiff rate 25%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000091815,hitters,32 plate events / 5 BBE,28.125,0.95,Impact score 64.1,P90 EV wood-adj 104.9,Whiff rate 25%,Chase rate 30%,Data completeness warning: review missing critical fields before trusting the board score.
h_821900,hitters,42 plate events / 5 BBE,14.285714285714292,0.95,Impact score 67.8,P90 EV wood-adj 106.1,Whiff rate 40%,Chase rate 20.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000095848,hitters,32 plate events / 9 BBE,37.5,0.95,Impact score 63.9,P90 EV wood-adj 104.6,Whiff rate 23.5%,Chase rate 41.2%,One-season-only warning: no prior season trend context available.
h_831294,hitters,33 plate events / 3 BBE,27.272727272727266,0.95,Impact score 44.9,P90 EV wood-adj 100,Whiff rate 0%,Chase rate 13.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_702675,hitters,35 plate events / 11 BBE,40,0.95,Impact score 50.5,P90 EV wood-adj 99.8,Whiff rate 15.8%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_828108,hitters,26 plate events / 4 BBE,30.769230769230774,0.95,Impact score 43.7,P90 EV wood-adj 98,Whiff rate 0%,Chase rate 7.1%,One-season-only warning: no prior season trend context available.
h_1000255598,hitters,34 plate events / 8 BBE,29.411764705882348,0.95,Impact score 56.2,P90 EV wood-adj 101.1,Whiff rate 21.4%,Chase rate 23.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000209099,hitters,50 plate events / 9 BBE,22,0.95,Impact score 56.2,P90 EV wood-adj 102,Whiff rate 15%,Chase rate 30%,Data completeness warning: review missing critical fields before trusting the board score.
h_823702,hitters,79 plate events / 16 BBE,32.91139240506328,0.95,Impact score 42.7,P90 EV wood-adj 98.1,Whiff rate 7.1%,Chase rate 12.2%,One-season-only warning: no prior season trend context available.
h_1000223685,hitters,52 plate events / 3 BBE,11.538461538461547,0.95,Impact score 69.6,P90 EV wood-adj 107.2,Whiff rate 42.9%,Chase rate 17.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_10054797,hitters,39 plate events / 9 BBE,28.205128205128204,0.95,Impact score 46.3,P90 EV wood-adj 101.2,Whiff rate 6.2%,Chase rate 16.7%,One-season-only warning: no prior season trend context available.
h_1000363618,hitters,38 plate events / 7 BBE,28.94736842105263,0.95,Impact score 59.8,P90 EV wood-adj 101.6,Whiff rate 25%,Chase rate 21.7%,One-season-only warning: no prior season trend context available.
h_814833,hitters,38 plate events / 10 BBE,36.8421052631579,0.95,Impact score 63.3,P90 EV wood-adj 97.5,Whiff rate 26.3%,Chase rate 42.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_821918,hitters,26 plate events / 3 BBE,15.384615384615387,0.95,Impact score 46.1,P90 EV wood-adj 98.4,Whiff rate 0%,Chase rate 6.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_811727,hitters,57 plate events / 13 BBE,40.35087719298246,0.95,Impact score 51.8,P90 EV wood-adj 99.8,Whiff rate 16.7%,Chase rate 26.7%,One-season-only warning: no prior season trend context available.
h_808793,hitters,43 plate events / 9 BBE,27.906976744186053,0.95,Impact score 58.7,P90 EV wood-adj 101.4,Whiff rate 26.3%,Chase rate 18.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_822032,hitters,40 plate events / 12 BBE,35,0.95,Impact score 60.1,P90 EV wood-adj 102,Whiff rate 22.7%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_824575,hitters,31 plate events / 9 BBE,35.483870967741936,0.95,Impact score 44.3,P90 EV wood-adj 99.6,Whiff rate 14.3%,Chase rate 7.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_10156960,hitters,26 plate events / 4 BBE,34.61538461538461,0.95,Impact score 68.1,P90 EV wood-adj 105,Whiff rate 28.6%,Chase rate 38.5%,One-season-only warning: no prior season trend context available.
h_804532,hitters,35 plate events / 3 BBE,8.57142857142857,0.95,Impact score 59.6,P90 EV wood-adj 101.5,Whiff rate 27.3%,Chase rate 11.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_809970,hitters,43 plate events / 7 BBE,27.906976744186053,0.95,Impact score 49.2,P90 EV wood-adj 99.5,Whiff rate 17.6%,Chase rate 9.5%,One-season-only warning: no prior season trend context available.
h_1000222582,hitters,48 plate events / 22 BBE,56.25,0.95,Impact score 52.5,P90 EV wood-adj 99.9,Whiff rate 12.1%,Chase rate 52.2%,One-season-only warning: no prior season trend context available.
h_1000091974,hitters,51 plate events / 11 BBE,33.33333333333334,0.95,Impact score 39.5,P90 EV wood-adj 99.2,Whiff rate 9.5%,Chase rate 15.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000230326,hitters,37 plate events / 4 BBE,21.621621621621628,0.95,Impact score 45.8,P90 EV wood-adj 98.4,Whiff rate 10%,Chase rate 9.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000120283,hitters,54 plate events / 13 BBE,40.74074074074075,0.95,Impact score 58.7,P90 EV wood-adj 102.3,Whiff rate 20%,Chase rate 60.6%,One-season-only warning: no prior season trend context available.
h_1000272673,hitters,74 plate events / 12 BBE,24.324324324324323,0.95,Impact score 69.6,P90 EV wood-adj 109.6,Whiff rate 34.4%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_800606,hitters,43 plate events / 5 BBE,18.604651162790702,0.95,Impact score 64.6,P90 EV wood-adj 105.4,Whiff rate 33.3%,Chase rate 20.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_806507,hitters,50 plate events / 8 BBE,32,0.95,Impact score 64.8,P90 EV wood-adj 106.4,Whiff rate 28%,Chase rate 34.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_10101787,hitters,51 plate events / 5 BBE,19.607843137254903,0.95,Impact score 49.6,P90 EV wood-adj 99.3,Whiff rate 16.7%,Chase rate 21.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_10273718,hitters,28 plate events / 2 BBE,21.42857142857143,0.95,Impact score 50.1,P90 EV wood-adj 102,Whiff rate 16.7%,Chase rate 5%,Data completeness warning: review missing critical fields before trusting the board score.
h_810825,hitters,58 plate events / 14 BBE,34.48275862068965,0.95,Impact score 57.4,P90 EV wood-adj 101.1,Whiff rate 21.4%,Chase rate 31.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000116244,hitters,58 plate events / 13 BBE,43.103448275862064,0.95,Impact score 54,P90 EV wood-adj 100.1,Whiff rate 17.1%,Chase rate 31.8%,One-season-only warning: no prior season trend context available.
h_806026,hitters,40 plate events / 6 BBE,17.5,0.95,Impact score 57.3,P90 EV wood-adj 100.8,Whiff rate 27.3%,Chase rate 13.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000113248,hitters,51 plate events / 14 BBE,31.372549019607845,0.95,Impact score 67.7,P90 EV wood-adj 105.2,Whiff rate 28.6%,Chase rate 39.4%,One-season-only warning: no prior season trend context available.
h_1000116546,hitters,54 plate events / 8 BBE,27.777777777777786,0.95,Impact score 57.3,P90 EV wood-adj 102.5,Whiff rate 26.1%,Chase rate 12%,Data completeness warning: review missing critical fields before trusting the board score.
h_695302,hitters,65 plate events / 11 BBE,32.30769230769231,0.95,Impact score 61.3,P90 EV wood-adj 102.7,Whiff rate 25%,Chase rate 27.9%,One-season-only warning: no prior season trend context available.
h_830776,hitters,31 plate events / 7 BBE,38.70967741935484,0.95,Impact score 45.8,P90 EV wood-adj 100.1,Whiff rate 7.1%,Chase rate 21.1%,One-season-only warning: no prior season trend context available.
h_1000138361,hitters,28 plate events / 5 BBE,32.14285714285714,0.95,Impact score 42.5,P90 EV wood-adj 98.7,Whiff rate 10%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_815155,hitters,36 plate events / 6 BBE,33.33333333333334,0.95,Impact score 64,P90 EV wood-adj 103.3,Whiff rate 26.3%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_806245,hitters,57 plate events / 7 BBE,17.54385964912281,0.95,Impact score 69.6,P90 EV wood-adj 111,Whiff rate 42.9%,Chase rate 18.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000209112,hitters,50 plate events / 8 BBE,22,0.95,Impact score 62.1,P90 EV wood-adj 107.8,Whiff rate 25%,Chase rate 23.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_810905,hitters,26 plate events / 7 BBE,30.769230769230774,0.95,Impact score 45.8,P90 EV wood-adj 99.1,Whiff rate 0%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_701128,hitters,35 plate events / 5 BBE,28.57142857142857,0.95,Impact score 61.3,P90 EV wood-adj 102,Whiff rate 25%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_1000077785,hitters,53 plate events / 9 BBE,32.075471698113205,0.95,Impact score 57.8,P90 EV wood-adj 101.1,Whiff rate 23.1%,Chase rate 24.1%,One-season-only warning: no prior season trend context available.
h_10147592,hitters,39 plate events / 8 BBE,30.769230769230774,0.95,Impact score 49.7,P90 EV wood-adj 99.4,Whiff rate 10%,Chase rate 28.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_806261,hitters,73 plate events / 11 BBE,24.657534246575338,0.95,Impact score 54.4,P90 EV wood-adj 100.4,Whiff rate 23.1%,Chase rate 15.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_830634,hitters,49 plate events / 9 BBE,30.612244897959187,0.95,Impact score 60,P90 EV wood-adj 101.6,Whiff rate 27.3%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_1000121592,hitters,53 plate events / 10 BBE,26.41509433962264,0.95,Impact score 63.8,P90 EV wood-adj 104.2,Whiff rate 30%,Chase rate 22.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000078032,hitters,50 plate events / 5 BBE,28,0.95,Impact score 66.6,P90 EV wood-adj 104,Whiff rate 27.3%,Chase rate 31.2%,One-season-only warning: no prior season trend context available.
h_1000154044,hitters,48 plate events / 5 BBE,20.833333333333343,0.95,Impact score 68.8,P90 EV wood-adj 105.8,Whiff rate 35%,Chase rate 20.7%,One-season-only warning: no prior season trend context available.
h_1000327341,hitters,35 plate events / 2 BBE,20,0.95,Impact score 68.2,P90 EV wood-adj 105.1,Whiff rate 35.7%,Chase rate 26.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000216679,hitters,37 plate events / 7 BBE,32.432432432432435,0.95,Impact score 57.6,P90 EV wood-adj 101.1,Whiff rate 27.8%,Chase rate 16.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_703455,hitters,62 plate events / 12 BBE,27.41935483870968,0.95,Impact score 51.6,P90 EV wood-adj 99.7,Whiff rate 14.3%,Chase rate 27%,One-season-only warning: no prior season trend context available.
h_1000194945,hitters,37 plate events / 6 BBE,35.13513513513513,0.95,Impact score 45,P90 EV wood-adj 100.6,Whiff rate 6.7%,Chase rate 25%,Data completeness warning: review missing critical fields before trusting the board score.
h_10176030,hitters,44 plate events / 11 BBE,31.818181818181827,0.95,Impact score 50.5,P90 EV wood-adj 101.3,Whiff rate 10.5%,Chase rate 29.2%,One-season-only warning: no prior season trend context available.
h_804084,hitters,34 plate events / 5 BBE,17.64705882352942,0.95,Impact score 69.2,P90 EV wood-adj 106.8,Whiff rate 35.7%,Chase rate 27.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_806494,hitters,50 plate events / 7 BBE,28,0.95,Impact score 64.5,P90 EV wood-adj 102.9,Whiff rate 33.3%,Chase rate 20.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000189996,hitters,58 plate events / 9 BBE,36.206896551724135,0.95,Impact score 56.3,P90 EV wood-adj 103.2,Whiff rate 17.2%,Chase rate 35.5%,One-season-only warning: no prior season trend context available.
h_10103382,hitters,31 plate events / 7 BBE,38.70967741935484,0.95,Impact score 45,P90 EV wood-adj 98.2,Whiff rate 7.1%,Chase rate 21.4%,One-season-only warning: no prior season trend context available.
h_800712,hitters,60 plate events / 12 BBE,26.66666666666667,0.95,Impact score 47.9,P90 EV wood-adj 98.9,Whiff rate 17.4%,Chase rate 3.2%,One-season-only warning: no prior season trend context available.
h_1000338045,hitters,30 plate events / 6 BBE,43.333333333333336,0.95,Impact score 51.4,P90 EV wood-adj 102,Whiff rate 16.7%,Chase rate 35.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000216775,hitters,27 plate events / 2 BBE,7.407407407407405,0.95,Impact score 69.6,P90 EV wood-adj 118.7,Whiff rate 60%,Chase rate 14.3%,One-season-only warning: no prior season trend context available.
h_1000131814,hitters,51 plate events / 10 BBE,29.411764705882348,0.95,Impact score 56.3,P90 EV wood-adj 100.7,Whiff rate 27.3%,Chase rate 14.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_702687,hitters,29 plate events / 6 BBE,27.58620689655173,0.95,Impact score 60.2,P90 EV wood-adj 101.9,Whiff rate 27.3%,Chase rate 26.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_832363,hitters,28 plate events / 2 BBE,14.285714285714292,0.95,Impact score 46.8,P90 EV wood-adj 99.6,Whiff rate 0%,Chase rate 11.1%,One-season-only warning: no prior season trend context available.
h_1000438943,hitters,63 plate events / 12 BBE,26.984126984126988,0.95,Impact score 62.3,P90 EV wood-adj 103.4,Whiff rate 22.2%,Chase rate 37.8%,One-season-only warning: no prior season trend context available.
h_815313,hitters,40 plate events / 4 BBE,15,0.95,Impact score 68.8,P90 EV wood-adj 105.8,Whiff rate 46.2%,Chase rate 9.5%,One-season-only warning: no prior season trend context available.
h_1000175598,hitters,45 plate events / 8 BBE,28.888888888888886,0.95,Impact score 43.3,P90 EV wood-adj 98.1,Whiff rate 6.2%,Chase rate 9.1%,One-season-only warning: no prior season trend context available.
h_10122530,hitters,33 plate events / 8 BBE,36.36363636363637,0.95,Impact score 52.5,P90 EV wood-adj 100.8,Whiff rate 11.8%,Chase rate 37.5%,One-season-only warning: no prior season trend context available.
h_824561,hitters,32 plate events / 6 BBE,28.125,0.95,Impact score 50.1,P90 EV wood-adj 104.3,Whiff rate 16.7%,Chase rate 20%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000145512,hitters,29 plate events / 9 BBE,34.48275862068965,0.95,Impact score 43.4,P90 EV wood-adj 99.2,Whiff rate 9.1%,Chase rate 14.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_831018,hitters,26 plate events / 8 BBE,38.46153846153846,0.95,Impact score 51.7,P90 EV wood-adj 104.2,Whiff rate 7.7%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_802604,hitters,37 plate events / 6 BBE,24.324324324324323,0.95,Impact score 69.6,P90 EV wood-adj 107.6,Whiff rate 30.8%,Chase rate 28.6%,One-season-only warning: no prior season trend context available.
h_1000115016,hitters,53 plate events / 5 BBE,28.301886792452834,0.95,Impact score 58.4,P90 EV wood-adj 101.1,Whiff rate 27.8%,Chase rate 7.1%,One-season-only warning: no prior season trend context available.
h_827330,hitters,38 plate events / 11 BBE,52.631578947368425,0.95,Impact score 52.8,P90 EV wood-adj 100,Whiff rate 14.8%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_702632,hitters,51 plate events / 12 BBE,43.13725490196079,0.95,Impact score 59.1,P90 EV wood-adj 104.5,Whiff rate 21.6%,Chase rate 57.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_10098313,hitters,42 plate events / 8 BBE,26.19047619047619,0.95,Impact score 45,P90 EV wood-adj 99.1,Whiff rate 7.1%,Chase rate 15.4%,One-season-only warning: no prior season trend context available.
h_828152,hitters,30 plate events / 8 BBE,33.33333333333334,0.95,Impact score 51.3,P90 EV wood-adj 101.9,Whiff rate 13.3%,Chase rate 28.6%,One-season-only warning: no prior season trend context available.
h_809071,hitters,32 plate events / 5 BBE,25,0.95,Impact score 68.3,P90 EV wood-adj 105.2,Whiff rate 28.6%,Chase rate 35%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000230079,hitters,25 plate events / 8 BBE,32,0.95,Impact score 52.1,P90 EV wood-adj 99.8,Whiff rate 16.7%,Chase rate 28.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_823774,hitters,43 plate events / 5 BBE,18.604651162790702,0.95,Impact score 66.3,P90 EV wood-adj 106.7,Whiff rate 31.2%,Chase rate 21.9%,Data completeness warning: review missing critical fields before trusting the board score.
h_811245,hitters,33 plate events / 12 BBE,39.39393939393939,0.95,Impact score 58.2,P90 EV wood-adj 101.5,Whiff rate 25%,Chase rate 37.5%,Data completeness warning: review missing critical fields before trusting the board score.
h_804466,hitters,53 plate events / 11 BBE,26.41509433962264,0.95,Impact score 48.7,P90 EV wood-adj 100.2,Whiff rate 15%,Chase rate 20.7%,One-season-only warning: no prior season trend context available.
h_803528,hitters,34 plate events / 5 BBE,20.588235294117652,0.95,Impact score 64.1,P90 EV wood-adj 104.1,Whiff rate 26.7%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_695624,hitters,58 plate events / 7 BBE,18.965517241379317,0.95,Impact score 52.7,P90 EV wood-adj 100.3,Whiff rate 16.7%,Chase rate 21.2%,One-season-only warning: no prior season trend context available.
h_695726,hitters,36 plate events / 7 BBE,30.555555555555557,0.95,Impact score 69.4,P90 EV wood-adj 110.6,Whiff rate 40%,Chase rate 40%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000123122,hitters,47 plate events / 8 BBE,29.787234042553195,0.95,Impact score 56.3,P90 EV wood-adj 100.9,Whiff rate 30%,Chase rate 16%,Data completeness warning: review missing critical fields before trusting the board score.
h_801627,hitters,42 plate events / 7 BBE,21.42857142857143,0.95,Impact score 56,P90 EV wood-adj 100.6,Whiff rate 23.1%,Chase rate 13.6%,One-season-only warning: no prior season trend context available.
h_809135,hitters,44 plate events / 6 BBE,43.18181818181818,0.95,Impact score 63.5,P90 EV wood-adj 103.2,Whiff rate 25.9%,Chase rate 50%,Data completeness warning: review missing critical fields before trusting the board score.
h_831985,hitters,32 plate events / 10 BBE,37.5,0.95,Impact score 50,P90 EV wood-adj 101,Whiff rate 0%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_834598,hitters,34 plate events / 7 BBE,23.529411764705884,0.95,Impact score 67.6,P90 EV wood-adj 104.4,Whiff rate 30.8%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_1000115348,hitters,33 plate events / 9 BBE,27.272727272727266,0.95,Impact score 64.5,P90 EV wood-adj 103.3,Whiff rate 29.4%,Chase rate 33.3%,Data completeness warning: review missing critical fields before trusting the board score.
h_10103154,hitters,28 plate events / 6 BBE,32.14285714285714,0.95,Impact score 50.8,P90 EV wood-adj 99.5,Whiff rate 15.4%,Chase rate 28.6%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000300252,hitters,30 plate events / 4 BBE,30,0.95,Impact score 68,P90 EV wood-adj 105.8,Whiff rate 28.6%,Chase rate 42.1%,One-season-only warning: no prior season trend context available.
h_1000363138,hitters,36 plate events / 6 BBE,22.222222222222214,0.95,Impact score 60.6,P90 EV wood-adj 102.8,Whiff rate 18.8%,Chase rate 42.9%,One-season-only warning: no prior season trend context available.
h_803905,hitters,25 plate events / 6 BBE,36,0.95,Impact score 39.2,P90 EV wood-adj 97.6,Whiff rate 0%,Chase rate 11.1%,Data completeness warning: review missing critical fields before trusting the board score.
h_801429,hitters,42 plate events / 5 BBE,23.80952380952381,0.95,Impact score 44.7,P90 EV wood-adj 100,Whiff rate 7.1%,Chase rate 22.7%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000127521,hitters,60 plate events / 11 BBE,28.33333333333333,0.95,Impact score 58.7,P90 EV wood-adj 101.4,Whiff rate 24%,Chase rate 27%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000120423,hitters,42 plate events / 14 BBE,50,0.95,Impact score 43.1,P90 EV wood-adj 97.8,Whiff rate 4.8%,Chase rate 20.8%,One-season-only warning: no prior season trend context available.
h_1000231806,hitters,46 plate events / 8 BBE,26.08695652173914,0.95,Impact score 47.4,P90 EV wood-adj 100.4,Whiff rate 10.5%,Chase rate 22.2%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000091163,hitters,44 plate events / 6 BBE,31.818181818181827,0.95,Impact score 68.6,P90 EV wood-adj 105.6,Whiff rate 30.4%,Chase rate 37%,One-season-only warning: no prior season trend context available.
h_800609,hitters,43 plate events / 7 BBE,32.55813953488372,0.95,Impact score 53.7,P90 EV wood-adj 101.1,Whiff rate 19%,Chase rate 30.8%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000253487,hitters,50 plate events / 7 BBE,26,0.95,Impact score 46.5,P90 EV wood-adj 98.5,Whiff rate 10.5%,Chase rate 19.4%,Data completeness warning: review missing critical fields before trusting the board score.
h_838471,hitters,25 plate events / 6 BBE,36,0.95,Impact score 48.1,P90 EV wood-adj 100.5,Whiff rate 9.1%,Chase rate 26.7%,One-season-only warning: no prior season trend context available.
h_1000111093,hitters,33 plate events / 5 BBE,27.272727272727266,0.95,Impact score 51.5,P90 EV wood-adj 125.5,Whiff rate 20%,Chase rate 8.3%,One-season-only warning: no prior season trend context available.
h_701710,hitters,25 plate events / 6 BBE,28,0.95,Impact score 63.9,P90 EV wood-adj 103.3,Whiff rate 25%,Chase rate 37.5%,Data completeness warning: review missing critical fields before trusting the board score.
