player_uid,role,sample_size_text,data_completeness_score,match_confidence,positive_driver_1,positive_driver_2,negative_driver_1,negative_driver_2,warning_text
h_815514,hitters,3 plate events / 2 BBE,22.222222222222214,0.95,Impact score 14.2,P90 EV wood-adj 86.4,Whiff rate 42.9%,Chase rate 16.7%,One-season-only warning: no prior season trend context available.
h_1000302625,hitters,3 plate events / 2 BBE,23.076923076923066,0.95,Impact score 32.4,P90 EV wood-adj 90.4,Whiff rate 50%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_832195,hitters,3 plate events / 0 BBE,33.33333333333334,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 50%,Chase rate NA%,Data completeness warning: review missing critical fields before trusting the board score.
h_1000281920,hitters,2 plate events / 1 BBE,41.666666666666664,0.95,Impact score 0.7,P90 EV wood-adj 55.1,Whiff rate 0%,Chase rate 42.9%,One-season-only warning: no prior season trend context available.
h_804563,hitters,3 plate events / 3 BBE,33.33333333333334,0.95,Impact score 13.6,P90 EV wood-adj 90,Whiff rate 40%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_827330,hitters,3 plate events / 3 BBE,38.46153846153846,0.95,Impact score 16.8,P90 EV wood-adj 85.1,Whiff rate 37.5%,Chase rate 60%,One-season-only warning: no prior season trend context available.
h_806115,hitters,2 plate events / 1 BBE,12.5,0.95,Impact score 40.8,P90 EV wood-adj 93.6,Whiff rate 66.7%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_1000148955,hitters,3 plate events / 1 BBE,8.333333333333343,0.95,Impact score 20.7,P90 EV wood-adj 85.9,Whiff rate 50%,Chase rate 14.3%,One-season-only warning: no prior season trend context available.
h_1000142987,hitters,3 plate events / 3 BBE,42.85714285714286,0.95,Impact score 15.1,P90 EV wood-adj 91.7,Whiff rate 40%,Chase rate 50%,One-season-only warning: no prior season trend context available.
h_702256,hitters,4 plate events / 2 BBE,30,0.95,Impact score 11.9,P90 EV wood-adj 89.8,Whiff rate 40%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_813909,hitters,1 plate events / 0 BBE,0,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 100%,Chase rate 0%,One-season-only warning: no prior season trend context available.
h_825579,hitters,3 plate events / 1 BBE,33.33333333333334,0.95,Impact score 8,P90 EV wood-adj 76,Whiff rate 25%,Chase rate 37.5%,One-season-only warning: no prior season trend context available.
h_824554,hitters,1 plate events / 1 BBE,33.33333333333334,0.95,Impact score 15.3,P90 EV wood-adj 83.5,Whiff rate 33.3%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_702713,hitters,2 plate events / 1 BBE,25,0.95,Impact score 9.5,P90 EV wood-adj 78.2,Whiff rate 33.3%,Chase rate 20%,One-season-only warning: no prior season trend context available.
h_10025942,hitters,2 plate events / 1 BBE,36.36363636363637,0.95,Impact score 17.7,P90 EV wood-adj 84.7,Whiff rate 28.6%,Chase rate 50%,One-season-only warning: no prior season trend context available.
h_822701,hitters,3 plate events / 1 BBE,10,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 50%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_822961,hitters,3 plate events / 1 BBE,33.33333333333334,0.95,Impact score 1.1,P90 EV wood-adj 55.8,Whiff rate 20%,Chase rate 42.9%,One-season-only warning: no prior season trend context available.
h_698840,hitters,1 plate events / 0 BBE,14.285714285714292,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 50%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_803344,hitters,1 plate events / 1 BBE,12.5,0.95,Impact score 0.2,P90 EV wood-adj 36.1,Whiff rate 0%,Chase rate 42.9%,One-season-only warning: no prior season trend context available.
h_824456,hitters,4 plate events / 0 BBE,15,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 62.5%,Chase rate 46.2%,One-season-only warning: no prior season trend context available.
h_10106448,hitters,4 plate events / 0 BBE,20,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 50%,Chase rate 75%,One-season-only warning: no prior season trend context available.
h_1000304697,hitters,3 plate events / 0 BBE,13.333333333333329,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 66.7%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_10077581,hitters,3 plate events / 0 BBE,0,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 80%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_806138,hitters,3 plate events / 0 BBE,7.692307692307693,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 83.3%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_806117,hitters,5 plate events / 2 BBE,13.63636363636364,0.95,Impact score 8.9,P90 EV wood-adj 84.8,Whiff rate 66.7%,Chase rate 40%,One-season-only warning: no prior season trend context available.
h_836029,hitters,4 plate events / 3 BBE,26.66666666666667,0.95,Impact score 0.2,P90 EV wood-adj 41.1,Whiff rate 44.4%,Chase rate 50%,One-season-only warning: no prior season trend context available.
h_825840,hitters,1 plate events / 0 BBE,0,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 100%,Chase rate NA%,One-season-only warning: no prior season trend context available.
h_815986,hitters,1 plate events / 0 BBE,0,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 100%,Chase rate 25%,One-season-only warning: no prior season trend context available.
h_815415,hitters,3 plate events / 1 BBE,13.333333333333329,0.95,Impact score 16.8,P90 EV wood-adj 84.5,Whiff rate 60%,Chase rate 30%,One-season-only warning: no prior season trend context available.
h_10025207,hitters,1 plate events / 0 BBE,0,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 100%,Chase rate 33.3%,One-season-only warning: no prior season trend context available.
h_10054378,hitters,4 plate events / 2 BBE,20,0.95,Impact score 2.8,P90 EV wood-adj 69.5,Whiff rate 60%,Chase rate 50%,One-season-only warning: no prior season trend context available.
h_831931,hitters,2 plate events / 1 BBE,12.5,0.95,Impact score 7.4,P90 EV wood-adj 75.8,Whiff rate 33.3%,Chase rate 66.7%,One-season-only warning: no prior season trend context available.
h_800628,hitters,1 plate events / 0 BBE,0,0.95,Impact score 29.4,P90 EV wood-adj NA,Whiff rate 100%,Chase rate 100%,One-season-only warning: no prior season trend context available.
h_826051,hitters,2 plate events / 1 BBE,16.666666666666657,0.95,Impact score 8.4,P90 EV wood-adj 76.8,Whiff rate 66.7%,Chase rate 50%,One-season-only warning: no prior season trend context available.
h_815427,hitters,1 plate events / 1 BBE,33.33333333333334,0.95,Impact score 3.2,P90 EV wood-adj 68.8,Whiff rate 50%,Chase rate 100%,One-season-only warning: no prior season trend context available.
p_814530,pitchers,155 pitches / arsenal count 4,100,0.95,Stuff score 91.5,Avg FB velo 95.3,Risk score 41,Zone rate 52.9%,One-season-only warning: no prior season trend context available.
p_811748,pitchers,220 pitches / arsenal count 4,100,0.95,Stuff score 85.4,Avg FB velo 93.3,Risk score 36.2,Zone rate 43.2%,No critical reliability warnings.
p_10110051,pitchers,12 pitches / arsenal count 3,100,0.95,Stuff score 94.6,Avg FB velo 95.1,Risk score 34,Zone rate 41.7%,One-season-only warning: no prior season trend context available.
p_832377,pitchers,44 pitches / arsenal count 4,100,0.95,Stuff score 78.2,Avg FB velo 96.1,Risk score 33.1,Zone rate 47.7%,No critical reliability warnings.
p_815561,pitchers,81 pitches / arsenal count 6,100,0.95,Stuff score 68.4,Avg FB velo 95.3,Risk score 38.4,Zone rate 56.8%,One-season-only warning: no prior season trend context available.
p_832561,pitchers,151 pitches / arsenal count 4,100,0.95,Stuff score 77.5,Avg FB velo 92.3,Risk score 40.7,Zone rate 40.4%,No critical reliability warnings.
p_805658,pitchers,87 pitches / arsenal count 6,100,0.95,Stuff score 65.5,Avg FB velo 91.6,Risk score 39.7,Zone rate 54%,One-season-only warning: no prior season trend context available.
p_821310,pitchers,18 pitches / arsenal count 2,100,0.95,Stuff score 81.3,Avg FB velo 94.3,Risk score 30.2,Zone rate 44.4%,One-season-only warning: no prior season trend context available.
p_807507,pitchers,22 pitches / arsenal count 5,100,0.95,Stuff score 72.2,Avg FB velo 90.7,Risk score 43.8,Zone rate 50%,One-season-only warning: no prior season trend context available.
p_1000539294,pitchers,46 pitches / arsenal count 3,100,0.95,Stuff score 54.7,Avg FB velo 90,Risk score 19.5,Zone rate 58.7%,One-season-only warning: no prior season trend context available.
p_702528,pitchers,71 pitches / arsenal count 3,100,0.95,Stuff score 75.9,Avg FB velo 93.7,Risk score 36.2,Zone rate 46.5%,One-season-only warning: no prior season trend context available.
p_1000342120,pitchers,46 pitches / arsenal count 4,100,0.95,Stuff score 70.9,Avg FB velo 93,Risk score 36.6,Zone rate 56.5%,One-season-only warning: no prior season trend context available.
p_702711,pitchers,88 pitches / arsenal count 4,100,0.95,Stuff score 59.8,Avg FB velo 89,Risk score 31.5,Zone rate 43.2%,One-season-only warning: no prior season trend context available.
p_832385,pitchers,56 pitches / arsenal count 5,100,0.95,Stuff score 68.7,Avg FB velo 94.2,Risk score 41.6,Zone rate 44.6%,No critical reliability warnings.
p_815480,pitchers,39 pitches / arsenal count 4,100,0.95,Stuff score 72.5,Avg FB velo 95,Risk score 49.2,Zone rate 48.7%,One-season-only warning: no prior season trend context available.
p_1000138611,pitchers,43 pitches / arsenal count 3,100,0.95,Stuff score 80.1,Avg FB velo 92.5,Risk score 39.4,Zone rate 32.6%,One-season-only warning: no prior season trend context available.
p_825342,pitchers,102 pitches / arsenal count 4,100,0.95,Stuff score 56.3,Avg FB velo 87.9,Risk score 38.8,Zone rate 40.2%,No critical reliability warnings.
p_802496,pitchers,23 pitches / arsenal count 5,100,0.95,Stuff score 54.7,Avg FB velo 92.4,Risk score 36.9,Zone rate 65.2%,One-season-only warning: no prior season trend context available.
p_809806,pitchers,55 pitches / arsenal count 4,100,0.95,Stuff score 45.3,Avg FB velo 89.4,Risk score 31.8,Zone rate 50.9%,One-season-only warning: no prior season trend context available.
p_823333,pitchers,14 pitches / arsenal count 3,100,0.95,Stuff score 81.6,Avg FB velo 93.9,Risk score 49.8,Zone rate 28.6%,One-season-only warning: no prior season trend context available.
p_10027961,pitchers,24 pitches / arsenal count 3,100,0.95,Stuff score 41.5,Avg FB velo 87.8,Risk score 17.2,Zone rate 70.8%,One-season-only warning: no prior season trend context available.
p_1000091452,pitchers,18 pitches / arsenal count 4,100,0.95,Stuff score 47.8,Avg FB velo 92.2,Risk score 19.8,Zone rate 50%,No critical reliability warnings.
p_10296017,pitchers,76 pitches / arsenal count 4,100,0.95,Stuff score 32.6,Avg FB velo 86,Risk score 27.1,Zone rate 56.6%,One-season-only warning: no prior season trend context available.
p_832383,pitchers,358 pitches / arsenal count 4,100,0.95,Stuff score 54.1,Avg FB velo 90.5,Risk score 39.1,Zone rate 50%,No critical reliability warnings.
p_816342,pitchers,19 pitches / arsenal count 3,100,0.95,Stuff score 71.2,Avg FB velo 92.9,Risk score 40.7,Zone rate 26.3%,One-season-only warning: no prior season trend context available.
p_806156,pitchers,65 pitches / arsenal count 6,100,0.95,Stuff score 59.5,Avg FB velo 93.3,Risk score 51.7,Zone rate 43.1%,One-season-only warning: no prior season trend context available.
p_702658,pitchers,85 pitches / arsenal count 3,100,0.95,Stuff score 62.3,Avg FB velo 92.5,Risk score 43.5,Zone rate 42.4%,One-season-only warning: no prior season trend context available.
p_815866,pitchers,18 pitches / arsenal count 4,100,0.95,Stuff score 64.9,Avg FB velo 92.7,Risk score 46.7,Zone rate 38.9%,One-season-only warning: no prior season trend context available.
p_10109032,pitchers,79 pitches / arsenal count 4,100,0.95,Stuff score 53.5,Avg FB velo 88.7,Risk score 39.4,Zone rate 45.6%,No critical reliability warnings.
p_10108349,pitchers,15 pitches / arsenal count 3,100,0.95,Stuff score 55.1,Avg FB velo 90.4,Risk score 22.3,Zone rate 53.3%,One-season-only warning: no prior season trend context available.
p_831541,pitchers,3 pitches / arsenal count 2,100,0.95,Stuff score 75.9,Avg FB velo 92.5,Risk score 48.3,Zone rate 33.3%,One-season-only warning: no prior season trend context available.
p_804901,pitchers,10 pitches / arsenal count 3,100,0.95,Stuff score 56.3,Avg FB velo 91,Risk score 37.5,Zone rate 70%,One-season-only warning: no prior season trend context available.
p_824483,pitchers,21 pitches / arsenal count 2,100,0.95,Stuff score 66.8,Avg FB velo 90.4,Risk score 47.6,Zone rate 47.6%,One-season-only warning: no prior season trend context available.
p_833405,pitchers,157 pitches / arsenal count 5,100,0.95,Stuff score 42.4,Avg FB velo 91,Risk score 43.2,Zone rate 47.1%,One-season-only warning: no prior season trend context available.
p_810962,pitchers,8 pitches / arsenal count 3,100,0.95,Stuff score 48.1,Avg FB velo 89.3,Risk score 23.9,Zone rate 50%,One-season-only warning: no prior season trend context available.
p_831358,pitchers,15 pitches / arsenal count 3,100,0.95,Stuff score 77.5,Avg FB velo 92.8,Risk score 59.7,Zone rate 40%,One-season-only warning: no prior season trend context available.
p_811962,pitchers,34 pitches / arsenal count 2,100,0.95,Stuff score 46.2,Avg FB velo 91.2,Risk score 38.4,Zone rate 52.9%,One-season-only warning: no prior season trend context available.
p_832360,pitchers,88 pitches / arsenal count 5,100,0.95,Stuff score 21.5,Avg FB velo 86.8,Risk score 33.7,Zone rate 65.9%,One-season-only warning: no prior season trend context available.
p_1000185667,pitchers,136 pitches / arsenal count 3,100,0.95,Stuff score 42.1,Avg FB velo 89.6,Risk score 29.9,Zone rate 49.3%,No critical reliability warnings.
p_832384,pitchers,75 pitches / arsenal count 5,100,0.95,Stuff score 41.8,Avg FB velo 89.1,Risk score 40.3,Zone rate 44%,No critical reliability warnings.
p_805302,pitchers,24 pitches / arsenal count 3,100,0.95,Stuff score 58.5,Avg FB velo 92.6,Risk score 39.1,Zone rate 45.8%,One-season-only warning: no prior season trend context available.
p_838745,pitchers,34 pitches / arsenal count 4,100,0.95,Stuff score 57.6,Avg FB velo 89,Risk score 54.3,Zone rate 41.2%,One-season-only warning: no prior season trend context available.
p_1000251066,pitchers,41 pitches / arsenal count 4,100,0.95,Stuff score 49.1,Avg FB velo 88.1,Risk score 45.7,Zone rate 43.9%,One-season-only warning: no prior season trend context available.
p_703495,pitchers,30 pitches / arsenal count 5,100,0.95,Stuff score 52.2,Avg FB velo 93.5,Risk score 47.3,Zone rate 46.7%,No critical reliability warnings.
p_10149428,pitchers,56 pitches / arsenal count 4,100,0.95,Stuff score 37.7,Avg FB velo 87.2,Risk score 44.8,Zone rate 41.1%,One-season-only warning: no prior season trend context available.
p_831311,pitchers,29 pitches / arsenal count 3,100,0.95,Stuff score 40.5,Avg FB velo 90.3,Risk score 27.1,Zone rate 48.3%,One-season-only warning: no prior season trend context available.
p_823306,pitchers,120 pitches / arsenal count 6,100,0.95,Stuff score 25.9,Avg FB velo 87.8,Risk score 38.8,Zone rate 42.5%,No critical reliability warnings.
p_10105510,pitchers,20 pitches / arsenal count 4,100,0.95,Stuff score 49.4,Avg FB velo 91.2,Risk score 38.1,Zone rate 35%,One-season-only warning: no prior season trend context available.
p_811689,pitchers,33 pitches / arsenal count 4,100,0.95,Stuff score 25,Avg FB velo 86.1,Risk score 26.7,Zone rate 48.5%,One-season-only warning: no prior season trend context available.
p_1000270048,pitchers,7 pitches / arsenal count 4,100,0.95,Stuff score 32.6,Avg FB velo 85.6,Risk score 29.6,Zone rate 57.1%,One-season-only warning: no prior season trend context available.
p_10294512,pitchers,41 pitches / arsenal count 2,100,0.95,Stuff score 60.1,Avg FB velo 92,Risk score 46.4,Zone rate 39%,One-season-only warning: no prior season trend context available.
p_10180039,pitchers,38 pitches / arsenal count 4,100,0.95,Stuff score 23.7,Avg FB velo 86.7,Risk score 32.4,Zone rate 68.4%,One-season-only warning: no prior season trend context available.
p_835480,pitchers,26 pitches / arsenal count 3,100,0.95,Stuff score 52.2,Avg FB velo 91.4,Risk score 41.3,Zone rate 19.2%,One-season-only warning: no prior season trend context available.
p_1000110932,pitchers,31 pitches / arsenal count 4,100,0.95,Stuff score 25.3,Avg FB velo 90.4,Risk score 30.9,Zone rate 51.6%,One-season-only warning: no prior season trend context available.
p_828410,pitchers,22 pitches / arsenal count 4,100,0.95,Stuff score 57.3,Avg FB velo 91.5,Risk score 58.7,Zone rate 40.9%,One-season-only warning: no prior season trend context available.
p_1000243590,pitchers,21 pitches / arsenal count 2,100,0.95,Stuff score 45.9,Avg FB velo 89.1,Risk score 38.4,Zone rate 33.3%,One-season-only warning: no prior season trend context available.
p_10320121,pitchers,14 pitches / arsenal count 3,100,0.95,Stuff score 41.1,Avg FB velo 91.3,Risk score 32.4,Zone rate 42.9%,One-season-only warning: no prior season trend context available.
p_813069,pitchers,18 pitches / arsenal count 3,100,0.95,Stuff score 23.7,Avg FB velo 88.5,Risk score 19.1,Zone rate 61.1%,One-season-only warning: no prior season trend context available.
p_1000452698,pitchers,18 pitches / arsenal count 4,100,0.95,Stuff score 40.2,Avg FB velo 88.5,Risk score 46.7,Zone rate 38.9%,One-season-only warning: no prior season trend context available.
p_1000314671,pitchers,21 pitches / arsenal count 3,100,0.95,Stuff score 43,Avg FB velo 86.2,Risk score 55.9,Zone rate 42.9%,One-season-only warning: no prior season trend context available.
p_838500,pitchers,9 pitches / arsenal count 3,100,0.95,Stuff score 29.7,Avg FB velo 89.9,Risk score 26.7,Zone rate 77.8%,One-season-only warning: no prior season trend context available.
p_815353,pitchers,8 pitches / arsenal count 3,100,0.95,Stuff score 48.4,Avg FB velo 91.3,Risk score 41.3,Zone rate 62.5%,One-season-only warning: no prior season trend context available.
p_702667,pitchers,11 pitches / arsenal count 3,100,0.95,Stuff score 43.7,Avg FB velo 91.5,Risk score 45.1,Zone rate 54.5%,One-season-only warning: no prior season trend context available.
p_825281,pitchers,16 pitches / arsenal count 5,100,0.95,Stuff score 29.4,Avg FB velo 88.5,Risk score 39.7,Zone rate 50%,One-season-only warning: no prior season trend context available.
p_815627,pitchers,10 pitches / arsenal count 3,100,0.95,Stuff score 50.6,Avg FB velo 98.5,Risk score 45.7,Zone rate 50%,One-season-only warning: no prior season trend context available.
p_1000387580,pitchers,58 pitches / arsenal count 5,100,0.95,Stuff score 22.2,Avg FB velo 88.4,Risk score 44.5,Zone rate 46.6%,No critical reliability warnings.
p_1000156391,pitchers,15 pitches / arsenal count 3,100,0.95,Stuff score 47.8,Avg FB velo 91.7,Risk score 40.3,Zone rate 26.7%,One-season-only warning: no prior season trend context available.
p_811107,pitchers,56 pitches / arsenal count 4,100,0.95,Stuff score 14.2,Avg FB velo 84.9,Risk score 40.7,Zone rate 42.9%,One-season-only warning: no prior season trend context available.
p_828453,pitchers,8 pitches / arsenal count 2,100,0.95,Stuff score 50.9,Avg FB velo 93.5,Risk score 41,Zone rate 25%,One-season-only warning: no prior season trend context available.
p_10164964,pitchers,27 pitches / arsenal count 4,100,0.95,Stuff score 15.8,Avg FB velo 83.9,Risk score 43.2,Zone rate 55.6%,One-season-only warning: no prior season trend context available.
p_10278825,pitchers,25 pitches / arsenal count 3,100,0.95,Stuff score 16.8,Avg FB velo 84.7,Risk score 36.9,Zone rate 56%,One-season-only warning: no prior season trend context available.
p_1000389559,pitchers,17 pitches / arsenal count 3,100,0.95,Stuff score 41.1,Avg FB velo 89.2,Risk score 44.1,Zone rate 41.2%,One-season-only warning: no prior season trend context available.
p_831508,pitchers,16 pitches / arsenal count 3,100,0.95,Stuff score 40.5,Avg FB velo 89.2,Risk score 47,Zone rate 43.8%,One-season-only warning: no prior season trend context available.
p_834654,pitchers,30 pitches / arsenal count 3,100,0.95,Stuff score 26.3,Avg FB velo 87.8,Risk score 42.2,Zone rate 50%,One-season-only warning: no prior season trend context available.
p_1000220592,pitchers,8 pitches / arsenal count 3,100,0.95,Stuff score 38.6,Avg FB velo 91.4,Risk score 37.5,Zone rate 37.5%,One-season-only warning: no prior season trend context available.
p_1000248614,pitchers,14 pitches / arsenal count 3,100,0.95,Stuff score 39.9,Avg FB velo 85.4,Risk score 47.6,Zone rate 35.7%,One-season-only warning: no prior season trend context available.
p_10151000,pitchers,19 pitches / arsenal count 4,100,0.95,Stuff score 25.9,Avg FB velo 89.3,Risk score 63.1,Zone rate 31.6%,One-season-only warning: no prior season trend context available.
p_1000232524,pitchers,2 pitches / arsenal count 1,100,0.95,Stuff score 12.3,Avg FB velo 86.1,Risk score 40,Zone rate 100%,One-season-only warning: no prior season trend context available.
p_1000077268,pitchers,9 pitches / arsenal count 3,100,0.95,Stuff score 5.4,Avg FB velo 85.3,Risk score 41.6,Zone rate 11.1%,One-season-only warning: no prior season trend context available.
p_1000185000,pitchers,15 pitches / arsenal count 2,100,0.95,Stuff score 19.3,Avg FB velo 87.6,Risk score 58.4,Zone rate 33.3%,One-season-only warning: no prior season trend context available.
